text;label
"Le isole su cui sorge Murano sono poste lungo il canale dei Marani e sono divise da canali e rii e collegate tra loro da ponti; il loro territorio è totalmente urbanizzato, escludendo Sacca San Mattia, tuttora in fase di bonifica. Due isole sono di origine artificiale: Sacca Serenella e Sacca San Mattia.
";it
"Le territoire de la commune possède deux pistes cyclables, l'une aménagée dans la zone récréative boisée de la « Vallée verte », entre le village et Vaudherland, l'autre le long de la RD 902 vers Gonesse.
";fr
"Blackmore, J. (1974) The relationship between self-reported delinquency and official convictions amongst adolescent boys. British Journal of Criminology, 14, 172-176.
";pt
"Notices d'autorité : Fichier d’autorité international virtuel • International Standard Name Identifier • Bibliothèque nationale de France (données) • Bibliothèque du Congrès • Gemeinsame Normdatei • WorldCat
";fr
"To his credit he has but one understudy, ""Edward Price."" Edward Price was introduced into Omar's life by his niece. During the four years of teaching, Omar published one of Edwards poems and painted 2 portraits of the young student.
";en
"In 2014 locomotive 1252 was repainted to celebrate 175 years of railways in the Netherlands. As part of this, the locomotive was decorated with a promotional slogan by Märklin ""The original must be Märklin - Märklin congratulates the Netherlands on 175 years of railways"" in Dutch on one side of the locomotive body and German on the other. The locomotive was offered as a one-time series HO scale model by Märklin as item No. 37128 in 2014.
";en
"La carriera di Sanders raggiunse l'apice con la conquista del premio Oscar al miglior attore non protagonista nel 1951 per l'interpretazione del velenoso critico teatrale Addison DeWitt, amante della svampita attrice Claudia Caswell (Marilyn Monroe) in Eva contro Eva (1950). Durante il decennio continuò ad apparire regolarmente sullo schermo, prevalentemente in pellicole d'avventura come Ivanhoe (1952), Riccardo Cuor di Leone (1954) e Il covo dei contrabbandieri (1956). Nella sua unica esperienza italiana, interpretò il marito di Ingrid Bergman, una donna in crisi sentimentale, ne Viaggio in Italia (1953), diretto da Roberto Rossellini.
";it
"De B6 begint in Bremerhaven en loopt langs de steden Bremen, Nienburg, Neustadt am Rübenberge, Garbsen, Hannover, Laatzen, Hildesheim, Goslar, Aschersleben, Halle, Leipzig, Meißen, Dresden en Bautzen naar Görlitz bij de Poolse grens. De B6 is ongeveer 503 km lang.
";nl
"Com a criação do Campeonato Brasileiro de Futebol Sub-20, a partir de 2006, a Copa São Paulo de Futebol Júnior começa a dividir espaço com a nova competição, que é disputada somente por clubes pertencentes a série A do Campeonato Brasileiro. Devido a isso, a partir de sua 41ª edição em 2010, a Federação Paulista de Futebol (FPF), que organiza a competição, regulamenta a competição admitindo times formados por atletas pertencentes à categoria sub-19 e passa a chamá-la de Copa São Paulo de Futebol Sub-19. Ainda que não exista a alteração do nome da competição no site da FPF, esta passa a publicar a competição pela nova nomenclatura, sendo divulgada assim pelos meios de comunicação que fazem sua cobertura, inclusive as transmissões televisivas de tv aberta e fechada.
";pt
"Las tasas de divorcio han aumentado en Europa y Estados Unidos, con el aumento de las tasas de matrimonio autónomas. Las tasas de divorcio más bajas del mundo son en culturas con altas tasas de matrimonios arreglados, como la cultura Amish de Estados Unidos (1%),[119]​ los hindúes de la India (3%),[110]​ y los Judíos Ultra-ortodoxos de Israel ( 7%).[120]​ Por el contrario, más del 50% de los matrimonios autónomos en muchas partes de Europa y Estados Unidos terminan en divorcio.[121]​[122]​ Esto ha llevado a preguntarse si los matrimonios arreglados son más estables que los matrimonios autónomos, y si importa esta estabilidad. Otros sugieren que las bajas tasas de divorcio pueden no reflejar la estabilidad, y que pueden reflejar la dificultad en el proceso de divorcio y el ostracismo social de los individuos, que eligen vivir en un matrimonio disfuncional en vez de afrontar las consecuencias de un divorcio.[110]​
";es
"Con la deposición de Pedro II de Brasil, Silveira Martins marchó al exilio en Europa. En 1892, luego de su regreso a Brasil gracias a la amnistía concedida por Deodoro, criticó la conducta de los gobernantes republicanos, llamados por él como «dictadores comtistas». Participó de reuniones con otros monarquistas que pretendían restaurar la monarquía parlamentaria en Brasil. En una de ellas, insistió en vano para que Pedro II regresase a Brasil, después de que el mariscal Deodoro hubiese clausurado el Congreso Nacional. En seguida, propuso a la princesa Isabel que permitiese a los militares vinculados a la Revuelta de la Armada que llevasen a su hijo mayor, Pedro de Alcántara de Orleans-Braganza, príncipe de Gran Pará, para que fuese aclamado como Pedro III. La princesa le manifestó que «antes de todo era católica, y, como tal, no podía dejar a los brasileños la educación del hijo, cuya alma debía salvar». Indignado, Silveira Martins respondió: «Entonces, señora, su destino es el convento».[2]​
";es
"Het San Marinees voetbalelftal kent twee profvoetballers: doelman Aldo Simoncini was derde doelman bij Serie A-club AC Cesena en speelt nu voor AC Libertas. Aanvaller en aanvoerder Andy Selva speelde veel wedstrijden in zowel de Serie A als de Serie B. Zijn laatste club was Hellas Verona. Daarmee promoveerde hij naar de Serie B. Omdat die club zijn selectie wilde verjongen, werd zijn contract ontbonden. De topscorer en sterspeler van San Marino speelt anno 2016 bij La Fiorita.
";nl
"Mater Matuta era um divindade originalmente ligada com a luz da manhã e o templo em Sátrico era o principal de seu culto. Porém, Lívio relata também o incêndio de Sátrico, exceto o templo de Mater Matuta, em 346 a.C., desta vez pelos romanos. Historiadores modernos concordam que estes relatos sobre os dois incêndios de Sátrico, em 377 e 346 a.C., são uma duplicação. Beloch, acreditando que os romanos não teriam relatado um ataque latino em Sátrico, considera o incêndio de 377 a.C. como uma retrojeção dos eventos em 346 a.C.. Oakley (1997) defende a opinião oposta, acreditando que os antigos historiadores seriam menos propensos a inventar um incêndio provocado pelos latinos do que um outro provocado pelos romanos. Embora o duplo salvamento milagroso do templo seja descartado como duplicação, não se segue automaticamente que disputada cidade Sátrico possa de fato ter sido capturada duas vezes, em 377 e em 346 a.C. O descontentamento dos latinos com a anexação de Túsculo por Roma poderia explicar a guerra, é possível também que eles tenham simplesmente se juntado a uma revolta contra os romanos.
";pt
"Sthenelais neoleanirae is een borstelworm uit de familie Sigalionidae. Het lichaam van de worm bestaat uit een kop, een cilindrisch, gesegmenteerd lichaam en een staartstukje. De kop bestaat uit een prostomium (gedeelte voor de mondopening) en een peristomium (gedeelte rond de mond) en draagt gepaarde aanhangsels (palpen, antennen en cirri).
";nl
"In 1993, Reynolds and Dave Matthews started playing a few acoustic duo sets. These featured Matthews music, stripped down to just the acoustic guitar, paired with Reynolds's guitar, and Reynolds' occasional use of slide guitar. During these sets, Reynolds would play between one and four of his own pieces that spanned his own catalog of work. After a few years these shows gained popularity, and in 1996 Matthews and Reynolds embarked on their first full tour together as a duo. In 1999, coinciding with the release of the 40-date tour, Live at Luther College was released.
";en
"El 22 de febrero de 1978, la Dirección General de Patrimonio Artístico, Archivos y Museos del Ministerio de Cultura, acuerda incoar un expediente de declaración del Conjunto Histórico-Artístico a favor de seis zonas de la ciudad de Valencia, entre las que se incluye el Cabanyal. En enero de 1982 el Tribunal Supremo suspende definitivamente el Plan Parcial 13, lo que aumenta las esperanzas de conservación del Cabañal.
";es
"Briefmarken eignen sich kaum als Wertanlage. Trotzdem ist es immer wieder in der Geschichte der Philatelie zu Spekulationsblasen gekommen, in denen Ausgaben bestimmter Epochen und Regionen oder Einzelbriefmarken binner weniger Jahren enorme Wertzuwächse zu verzeichnen hatten.
";de
"No se limitaba a los actos antisoviéticos: por la ""solidaridad internacional de los trabajadores"", cualquier otro ""estado obrero"" estaba protegido por este artículo.
";es
"Situata sulla cosiddetta baia di New York (New York Bay), in parte sul continente e in parte su isole, è amministrativamente divisa in cinque distretti (borough): Manhattan, The Bronx, Queens, Brooklyn e Staten Island. Di essi, uno è nel continente (il Bronx, situato a nord di Manhattan), tre si trovano su isole: (Staten Island, di fronte al New Jersey; Queens e Brooklyn, rispettivamente nell'estremità nord-occidentale e sud-occidentale dell'isola di Long Island) e uno, Manhattan, sull'appendice inferiore della penisola su cui si trova anche il Bronx e che da esso è separato dall'Harlem River, fiume-canale che collega l'Hudson all'East River. I cinque distretti sono sedi di contea metropolitana: la contea di New York propriamente detta occupa il territorio di Manhattan, quella di Kings il territorio di Brooklyn e quella di Richmond il territorio di Staten Island; le altre due contee (Bronx e Queens) sono omonime dei distretti e si sovrappongono al loro territorio amministrativo. New York è inoltre riconosciuta come una delle città con i panorami urbani più impressionanti del mondo.
";it
"Die rechtliche Gleichstellung des Autonomen Südtiroler Gewerkschaftsbundes mit den anderen in Südtirol tätigen Gewerkschaftsbünden wurde erst 1978 mit einer Durchführungsbestimmung zum Autonomiestatut erreicht.
";de
"3 Barokas, 4 Seldüz, 5 Tankut, 6 Tankut, 7 Öztürk, 8 Habib, 9 Tekeli, 10 Uras, 11 Partener, 12 Koray, 13 Yalım, 14 Göreç, 15 Benazus, All. -FIBA EuroBasket 1951
";it
"La influencia de la compañía en algunos sectores de la sociedad porteña como las fuerzas armadas hicieron que el gobierno del general Pedro Eugenio Aramburu confiara a la comunidad de San Pablo el destino del cadáver de Eva Duarte de Perón. El cuerpo embalsamado de Evita fue trasladado a Milán con el falso nombre de María Maggi de Magistris donde permaneció sepultado por 14 años hasta 1973 cuando fue entregado por el gobierno argentino al general Juan Domingo Perón en su residencia de Madrid.[8]​
";es
"Bacharel em direito, foi deputado constituinte em 1823 e deputado geral representando Minas Gerais por três mandatos. Ocupou as presidências das províncias de Alagoas e do Maranhão. Foi ainda procurador da coroa, fiscal do tesouro e ministro do Supremo Tribunal de Justiça, ministro da fazenda e nomeado membro extraordinário do Conselho de Estado a partir da data de sua criação.
";pt
"Armenia and the Crusades, Tenth to Twelfth Centuries: The Chronicle of Matthew of Edessa. in het Engels vertaald door Ara Edmond Dostourian. National Association for Armenian Studies and Research, 1993.
";nl
"Dan Zhang e Hao Zhang (Cina, pattinaggio di figura): protagonisti di una rovinosa caduta che li ha costretti a sospendere la prova, si rialzano ed eseguono un esercizio di così alto livello da consentir loro di salire comunque sul secondo gradino del podio.
";it
"(776) Berbericia es un asteroide perteneciente al cinturón de asteroides descubierto el 24 de enero de 1914 por Adam Massinger desde el observatorio de Heidelberg-Königstuhl, Alemania. Está nombrado en honor del astrónomo alemán Adolf Berberich (1861-1920).[2]​
";es
"Im Stadtteil Biskirchen finden sich die Reste der alten Friedhofsmauer und das 1884 geweihte Denkmal zur Erinnerung an die alte Bischofskirche (erbaut um 900, abgebrochen 1871), die namensgebend für den Ort war. Sehenswert auch ihre Nachfolgerin, die das Ortsbild dominiert.
";de
"Die erste Encyclopaedia Judaica erschien seit 1928 in Berlin im Verlag Eschkol von Nahum Goldmann. Herausgeber waren Jakob Klatzkin und Ismar Elbogen. Deren Erscheinen musste nach nur zehn von 15 deutschsprachigen (A–Lyra) Bänden infolge der Machtübergabe an die Nationalsozialisten eingestellt werden, 40.000 schon gedruckte Exemplare wurden in Leipzig 1933 vernichtet. Zwei hebräische Bände (A-Antipas) wurden unter dem Namen Eshkol (אשכול) publiziert.
";de
"Elle est élue présidente de la Renaissance féminine en 1934 et elle le demeure durant 35 ans. La même année, elle est également élue à la tête de la Société des gens de lettres. Durant cette période, elle publie plusieurs articles et traductions dans la presse libanaise de langue française, notamment la revue Phénicia. Elle fait également des voyages de recherche en vue de répertorier les costumes traditionnels arabes.
";fr
"L'exemple de Noël Godin fait des émules dans de nombreux pays avec la création d'une anti-organisation appelée l'Internationale pâtissière dont Le Gloupier se déclare le porte-parole.
";fr
"De meeste culturele voorzieningen in Schiedam bevinden zich in de binnenstad. Zo is er het Stedelijk Museum Schiedam, bekend om haar grote collectie CoBrA-kunst, het Nationaal Jenevermuseum waar nog regelmatig gestookt wordt en Museummolen de Nieuwe Palmboom waar nog gedraaid en gemalen wordt. Inmiddels wordt er gewerkt aan een nieuwe Museummolen in molen De Walvisch. Naar verwachting wordt het museum in 2018 opgeleverd. Andere musea zijn de Nationaal Coöperatie Museum Schiedam / 't Winkeltje en het Borrelmuseum.
";nl
"According to these four realms, we may distinguish between four main constituent elements of an inclusive democracy: the political, the economic, 'democracy in the social realm' and the ecological. The first three elements form the institutional framework, which aims at the equal distribution of political, economic and social power respectively. In this sense, these elements define a system, which aims at the effective elimination of the domination of human being over human being. Similarly, ecological democracy is defined as the institutional framework, which aims to eliminate any human attempt to dominate the natural world, in other words, the system, which aims to reintegrate humans and nature.
";en
"Mombacher Frühe (Aprikose)Im Aprikosenanbau galt das Gebiet in und um Mombach bis in die Nachkriegszeit als größte zusammenhängende Anbaufläche in Deutschland.
";de
"Nel 1988 partecipano al Festival di Sanremo con il brano La prima stella della sera incluso come inedito nella raccolta 10 grandi successi. Nel 1989, all'apice del successo con il singolo Stringimi, presentato in estate al Festivalbar, e il seguente album Red Corner, Antonella Ruggiero lascia il gruppo, sia a causa della sua maternità, sia per seguire strade personali.
";it
"Nel 1801 rompe il fidanzamento con la cugina, attirandosi così il biasimo della famiglia. Ugualmente si rende impopolare presso i suoi colleghi e superiori a causa delle caricature, che circolano in città. Per queste impertinenze verrà mandato, per penitenza, in un centro meno importante: il 21 febbraio 1802 un decreto lo nomina consigliere a Płock, con lo stipendio di 800 scudi l'anno. Ma intanto conosce a Posen la figlia di un funzionario polacco, Maria Thekla Michalina Rorer-Trzynska (1781-1859), detta Rohrer (secondo l'usanza di germanizzare i nomi), di cui si sa poco, ma che egli sposa il 26 luglio nella chiesa cattolica Corpus-Cristi e che rimarrà fino alla fine accanto a lui. Esiliato a Płock, un piccolo borgo triste di tremila abitanti, quasi tutti polacchi, tra luglio 1802 e la primavera 1804 incomincia a scrivere il suo diario, scritto in parte con caratteri greci o con abbreviazioni, per impedire alla moglie di curiosarci.
";it
"1762: Apertura del Camino Real (RN 102), ahora la Avenue du Val d'Ardèche. Construcción del puente de la Gueule d'Enfer (""puente de las fauces del infierno""), ahora pont de l'Apic.
";es
"En 1880, Edouard Heuer est le premier à fabriquer des chronographes en série. Très vite, Heuer se fait un nom dans la compétition sportive de haut niveau et pose les jalons de sa philosophie: un savoir-faire technique mis au service de la performance sportive, avec une volonté de repousser toujours plus loin les limites de la mesure du temps. Avec à la clé, de multiples brevets et innovations qui feront date dans l'histoire de l'horlogerie, comme le premier boitier étanche en 1895.
";fr
"A lock is a mechanical or electronic fastening device that is released by a physical object (such as a key, keycard, fingerprint, RFID card, security token, coin etc.), by supplying secret information (such as a keycode or password), or by a combination thereof.
";en
"Per una serata - il 31 dicembre 2007 - ha fatto ritorno nella sua città natale, Portland (Oregon), per una lettura, accompagnata dall'orchestra Pink Martini, dell'opera di Sergei Prokofiev Pierino e il lupo. Ha poi partecipato il 9 marzo 2008, ancora con la Pink Martini, ad uno spettacolo alla Avery Fisher Hall di New York, cantando in duo con China Forbes Aba Daba Honeymoon.
";it
"1962 marked her debut on Polish National Radio. Renown Polish actress Kalina Jędrusik sang Agnieszka's lyrics to a hit song by Franciszka Leszczyńska called ""My First Ball"" (Mój pierwszy bal). One year later at the first National Festival of Polish Song in Opole in 1963 Agnieszka achieved a major success winning the main prize and six other prizes for her lyrics: „Piosenka o Okularnikach“ (music by Jarosław Abram), as well as „Białe małżeństwo,“ „Czerwony kapturek,“ ""Kochankowie z ulicy Kamiennej,“ „Solo na kontrabasie“ and „Ulice wielkich miast.“
";en
"In maart 1375 kreeg Jehan le Mercier, een van de raadslieden van de Franse koning Karel V de opdracht om een grand canon de fer te fabriceren. Op het marktplein van Caen liet hij drie smederijen bouwen. Men gebruikte 2.300 pond ijzer. De loop van de bombarde bestaat uit langwerpige ijzeren banen die aan elkaar worden gesmeed; het geheel wordt versterkt met ijzeren banden. Het wapen wordt met 90 pond touw stevig vastgebonden en ingepakt in aan elkaar genaaide huiden ter bescherming tegen regen en vocht.
";nl
"Le SBS fera à Rome un miracle : la création de l'Antichrist à partir d'une statue en pierre d'une femme. Il s'appellera Armilus. Il viendra provoquer le messie fils de Joseph en lui demandant de lui donner sa Torah et de le reconnaître comme Dieu. Une grande guerre s'ensuivra, où périra le messie fils de Joseph. Le reste d'Israël se réfugiera dans le désert de Juda quarante-cinq jours (d'après Dn. 12, 11-12). Armilus ira défaire l'Égypte et monter ensuite à Jérusalem pour la détruire une deuxième fois.
";fr
"La date et le déroulement des faits demeurent incertains car ils se placent durant la période pour laquelle les livres de l'annaliste romain Tite-Live ont été perdus. Les textes qui nous sont parvenus se rapportant à la campagne romaine contre les Sénons peuvent être classés en trois catégories. D'abord, il y a le récit de Polybe, historien grec, seul auteur qui mentionne explicitement la bataille d'Arretium, mais ce dernier n'apporte pas beaucoup de détails et replace la bataille dans un contexte plus général. Son récit repose très probablement sur celui de Fabius Pictor,. On trouve ensuite des sources qui dérivent vraisemblablement d'une tradition annalistique plus tardive, datant de l'époque syllanienne et dont Tite-Live, Eutrope et Florus ainsi qu'Augustin et Orose sont tributaires,. Enfin, on dispose de textes d'Appien et de Denys d'Halicarnasse qui abordent ces mêmes évènements apportant des détails inédits mais qui ne font pas de référence explicite à la bataille d'Arretium ni au général romain Metellus. Appien semble faire une synthèse des deux traditions précédentes mais son récit demeure confus et difficile à interpréter. Tous ces récits antiques divergent sur certains points, notamment le statut de Lucius Caecilius Metellus Denter et l'intervention de Manius Curius Dentatus, et ne permettent pas de reconstituer le déroulement précis des faits.
";fr
"Van 1966 tot 1968 voerde Frankrijk kernproeven uit op het atol Mururoa en zorgde daardoor voor veel onherstelbare schade aan het omringende waterleven. Nog steeds worden aan toeristen joodtabletten uitgedeeld, aangezien de vis die in restaurants op de eilanden wordt verkocht nog steeds schadelijk kan zijn voor de gezondheid door de radioactiviteit, die in de vissen is achtergebleven.
";nl
"La sua origine deriva probabilmente dalla mitologia greca, in cui gli eroi – Eracle (Ercole) in primis – alla loro morte venivano portati sull'Olimpo; ma essere eroi implicava, appunto, avere compiuto una serie di imprese faticose.
";it
"Lack of Oversight, 2001: When Jack Nickerson Jr. was killed after a gas tank exploded, this story revealed that government agents' negligence was a major factor in his death
";en
"Rančířov (en allemand : Ranzern) est une commune est une commune du district de Jihlava, dans la région de Vysočina, en République tchèque. Sa population s'élevait à 405 habitants en 2017.
";fr
"Een component van de Windows API die toepassingen zowel toelaat om de functionaliteit die de shell van het besturingssysteem biedt aan te spreken als ze veranderen en verbeteren. Dit onderdeel bevindt zich in shell.dll op een 16 bit-Windowsversie, en in shell32.dll op een 32 bit-Windows. De Shell Lightweight Utility Functions zitten in het bestand shlwapi.dll. Deze component wordt ook gegroepeerd onder de User Interface-categorie van de API.
";nl
"In 1934, Philip Johnson met Jimmie Daniels, cabaret singer. Daniels was Johnson's first serious relationship. The relationship lasted only one year, and Johnson would recall later that ""a terrible man stole him away—who had better sex with him, I gather. But I was naughty. I went to Europe and I would never think of taking Jimmie along.""
";en
"El 29 de enero de 2001, el subdirector General de Protección del Patrimonio Histórico, tras la tramitación correspondiente, comunicó a la entidad denunciante que el PEPRI era competencia exclusiva de la administración local y autonómica y que no cabía esperar tutela superior por parte del Estado. Contra esta decisión se interpuso recurso ante la sala del Tribunal Superior de Justicia de Madrid en el 2001. Este recurso fue admitido y se dictó sentencia el 27 de septiembre de 2004.[10]​ Siendo la protección del Patrimonio Histórico Español competencia exclusiva del Estado, se instaba a que se dictara resolución acerca de la cuestión de expolio.
";es
"Op de dvd van Prison Break laat hij weten dat hij oorspronkelijk auditie had gedaan voor de rol van T-Bag, die nu door Robert Knepper wordt gespeeld.
";nl
"Geel: een van de drie primaire kleuren. Gele rangers komen in elk seizoen voor behalve in Power rangers Dino Charge en Power rangers Super Dino Charge, en zijn altijd lid van het hoofdteam. Een gele Ranger kan zowel een man als een vrouw zijn, maar vrouwelijke gele Rangers zijn in de meerderheid. De gele Ranger heeft niet echt een specifieke rol in het team, behalve Taylor uit Power Rangers: Wild Force (zij was de teamleider voordat Cole, de rode Ranger, kwam). Gele Rangers vechten meestal met een set kleine handwapens zoals dolken.
";nl
"Culture de masse et Culture médiatique en Europe et dans les Amériques (1860-1940), Paris : PUF, 2006 (codir. avec Jean-François Sirinelli et François Vallotton)
";fr
"Nell'agosto 2010, ha decretato che solo agli studiosi religiosi ufficialmente riconosciuti e associati al Consiglio superiore degli ulema sarebbe stato permesso di emettere le fatwa. Decreti simili erano stati in precedenza applicati raramente. Le fatwa specifiche relative a questioni personali erano esenti dal regio decreto. La norma ha inoltre incaricato il Gran Mufti di identificare gli studiosi ammissibili.Alla luce della primavera araba, Abd Allah ha istituito un programma da 37 miliardi di dollari (32,8 miliardi di euro) da distribuire fra sussidi di disoccupazione, finanziamenti per l'educazione e l'edilizia, remissioni dei debiti e un nuovo canale sportivo. C'era anche l'impegno di spendere un totale di 400 miliardi di dollari entro la fine del 2014 per migliorare l'istruzione, l'assistenza sanitaria e le infrastrutture del regno. Tuttavia, la polizia saudita ha arrestato cento manifestanti sciiti che si lamentavano delle discriminazioni subite dal governo. In seguito, nel settembre 2011, nell'ambito delle proteste che stavano turbando il regno, il sovrano ha annunciato la concessione del diritto di voto alle donne nelle elezioni municipali del 2015, un primo significativo passo di riforma nel paese da quando la protesta era cominciata. Egli ha anche affermato che le donne sarebbero state ammesse nella non elettiva Assemblea Consultiva.Nel gennaio 2012, il sovrano ha licenziato il capo della potente polizia religiosa saudita, Abd al-Aziz al-Humain, sostituendolo con un religioso più moderato, Abdullatif Abdel Aziz al-Sheikh. Il sovrano, nel 2009, aveva nominato Humain capo della forza che assicura l'applicazione rigorosa della versione ultra-conservatrice dell'Islam, come un segno di riforma di essa. Humain ha assunto consulenti per ristrutturare l'organizzazione, ha incontrato i gruppi locali per i diritti umani e consultato costruttori d'immagine professionisti in una vasta campagna di pubbliche relazioni. Sotto la sua guida la commissione ha anche esaminato e punito alcuni ufficiali per comportamento scorretto.
";it
"En 1946 el PGOU de Valencia mantinene la idea de ciudad jardín, varía la traza hacia el norte (haciéndola coincidir con Pintor Ferrandis) y limita la sección a 40 metros. Este plan apenas tendría ninguna incidencia sobre el barrio.
";es
"Er wurde in den Jahren 1440–1450 vom Mainzer Kurfürsten Dietrich Schenk von Erbach vor den Toren der Stadt als Tiergarten zur Versorgung der Schlossküche mit Wildbret angelegt und mit einer Mauer umgeben. Je ein Turm stand in Höhe des heutigen Kreisels am Opel-Brass und an der Kittelstraße, das sogenannte „Schwarze Tor“. Südlich wurde er durch den vom Röderbach gespeisten Leergraben begrenzt; heute ist das die Würzburger Straße.
";de
"Il padre, Nino (da non confondersi con l'omonimo attore), era un pittore lombardo mentre la madre era nativa di Celle sul Rigo, paesino della provincia senese a cui Castelnuovo in seguito dedicherà la canzone 160 km da Roma. Mario cresce a Roma e, pur dipingendo per hobby, si dedica invece alla musica.
";it
"Gerda Weißensteiner (Italia, bob), tocca 6 presenze ai Giochi olimpici, insieme allo slittinista Wilfried Huber, e conquista il bronzo nel bob a 2 (in coppia con Jennifer Isacco), 12 anni dopo l'oro in slittino a Lillehammer e diventando così la prima e unica atleta ad aver vinto due medaglie olimpiche in due discipline diverse.
";it
"December 12, 2008 Audio Interview with WCCW's Mickey Grant regarding World Class, Gary Hart, and ""Gentleman's Choice"" a 2008 Documentary on The Life of Gentleman Chris Adams
";en
"The World Branding Forum is a global non-profit organisation. Its aims and activities are to raise the standards of branding for the good of consumers as well as the industry, including those who work in the branding, design, marketing, advertising, public relations and communications disciplines worldwide. Its chairman is Richard Rowles, and the brand strategist Peter Pek, is its chief executive.
";en
"Ese mismo año, en los Premios XBIZ recibió las nominaciones[5]​ a Mejor actriz revelación y a la Mejor escena de sexo en película de todo sexo por Bubble Butt Car Wash.[6]​
";es
"In 2016 ging hij naast zijn werk voor PSV Bert van Marwijk assisteren als videoanalist bij het Saoedi-Arabisch voetbalelftal in een staf waarin ook Adrie Koster, Mark van Bommel, Pim Verbeek, Taco van de Velde en Roel Coumans onderdeel van uitmaakten. Op dinsdag 5 september 2017 plaatste Wim Rip zich met Saoedi-Arabisch voetbalelftal voor het WK 2018 in Rusland door een 1-0 overwinning op Japan in Jeddah. Het land wist verrassend tweede te eindigen in de WK 2018 kwalificatie poule, met onder andere het Japans voetbalelftal en het Australisch voetbalelftal. Kort hierna stuurde de Saudische voetbalbond echter aan een op vertrek van Van Marwijk. Een deel van zijn staf werd vervangen en de bond ging andere eisen stellen aan deinvulling van het bondscoachschap. Nadat de onderhandelingen stuk liepen, stelde Hierop stelde de bond op 14 september Edgardo Bauza aan als opvolger, waarmee ook de functie van Rip kwam te vervallen.
";nl
"The Voice van Vlaanderen is een talentenjacht die uitgezonden wordt op VTM. Het programma wordt gepresenteerd door An Lemmens en backstage door Sean Dhondt (seizoen 1, 2, 3 en 5) en Sam De Bruyn (seizoen 4). De eerste editie werd uitgezonden tussen 25 november 2011 en 17 maart 2012 en werd gewonnen door Glenn Claes. Het programma won in 2012 de Vlaamse Televisie Ster in de categorie beste entertainmentprogramma. Het tweede seizoen van The Voice werd uitgezonden tussen 18 januari 2013 en 3 mei 2013 en gewonnen door Paulien Mathues. Het eerste, tweede en derde seizoen werden uitgezonden vanuit de televisiestudio's te Lint, maar omdat deze niet beschikbaar waren tijdens het vierde seizoen werden de liveshows toen georganiseerd in het Kuipke in Gent.
";nl
"Eigenlijk is Grepolis het nieuwe Tribal Wars. Grepolis heeft een verbeterde grafische vormgeving en nieuwe systemen. Wat bij Tribal Wars een stam is, is bij Grepolis nu een alliantie die echter dezelfde functie heeft. Grafisch gezien is Grepolis verbeterd en ook het menu bevat meer animaties dan bij Tribal Wars. Bovendien zijn er bij Grepolis nu goden en bijvoorbeeld een haven, die later in het spel heel belangrijk wordt bij het veroveren of ondersteunen van andere steden of dorpen. Er bestaan ook zogenaamde boerendorpen waar de spelers bijvoorbeeld grondstoffen buit kunnen maken (""farmen"" bij Tribal Wars). De gebouwen die de spelers kunnen bouwen zijn: senaat (hoofdgebouw), houthakkerskamp, steengroeve, zilvermijn, boerderij, pakhuis, academie, kazerne, agora, tempel, haven, grot en de marktplaats. De speciale gebouwen in de eerste groep zijn: theater, badhuis, bibliotheek en de vuurtoren. De speciale gebouwen in de tweede groep zijn: toren, goddelijk standbeeld, orakel en het handelskantoor. Van iedere groep speciale gebouwen kan er steeds maar één gebouw worden gebouwd (dat wil zeggen dat er in totaal steeds twee speciale gebouwen gebouwd kunnen worden). Nieuw zijn vooral de mythische eenheden (2 per god beschikbaar) en schepen (waaronder aanvalsschepen, transportschepen en het kolonisatieschip). De spelers hebben het kolonisatieschip nodig om een stad te veroveren of een vrij land te koloniseren (bij Tribal Wars heet dit ""veroveren"").
";nl
"Integrador (Centro de Control): recibe información del sensor sobre el valor de la variable, interpreta el error que se ha producido y actúa para anularlo integrando datos del sensor y datos almacenados del punto de ajuste.
";es
"Juan Francisco Núñez del Castillo y Espinosa de Contreras (1773-1849), II conde del Castillo, V marqués de San Felipe y Santiago de Bejucal.
";es
"San Crescenzo è stato un giovane cristiano che subì il martirio, probabilmente durante l'impero di Diocleziano; è venerato dalla Chiesa cattolica come santo martire.
";it
"According to the article five of the Armistice about 150 000 Bulgarian soldiers that have been situated on the West of Skopje meridian have been delivered to Entente’s forces as hostages.
";en
"Smale conjectura que pour une variété M lisse, orientable, compacte et sans bord, π0Diff+(M) est un groupe simple. Michaël Herman démontra le cas particulier d'un produit de cercles et Thurston le cas général.
";fr
"Le NASA Astrobiology Institute (NAI, Institut d'astrobiologie de la NASA) a été fondé en 1998 par la NASA pour développer le domaine de l'astrobiologie et donner un cadre scientifique aux missions spatiales. Le NAI est une organisation virtuelle, en ce sens qu'elle existe à travers des équipes de recherche (Teams) situés dans des institutions académiques, des laboratoires de recherche et des centres de la NASA. Ces équipes, provenant de partout aux États-Unis, font l'objet d'une sélection très stricte. Le NAI subventionne ainsi la recherche et la formation en astrobiologie de plus de 700 scientifiques et éducateurs.
";fr
"La Moto Guzzi, non dimenticando le proprie imprese anche in campo ""fuoristrada"" presenta la nuova Stelvio, una endurona stradale da 1.200 cc quattro valvole per cilindro, volta a reintrodurre la Casa di Mandello nel settore, dopo le Quota V1000 e NTX 750 degli anni novanta.
";it
